id,province_code,city_code,district_code,district,created_at,updated_at
3751,71,7103,710319,TABUKAN SELATAN TENGAH,,
3752,71,7103,710314,TABUKAN TENGAH,,
3753,71,7103,710308,TABUKAN UTARA,,
3754,76,7603,760305,TABULAHAN,,
3755,53,5311,531105,TABUNDUNG,,
3756,75,7501,750122,TALAGA JAYA,,
3757,74,7414,741405,TALAGA RAYA,,
3758,11,1115,111508,TADU RAYA,,
3759,53,5301,530124,TAEBENU,,
3760,95,9501,950118,TAELAREK,,
3761,94,9402,940224,TAGANOMBAK,,
3762,82,8208,820806,TALIABU TIMUR SELATAN,,
3763,82,8208,820804,TALIABU UTARA,,
3764,53,5307,530708,TALIBURA,,
3765,33,3320,332011,TAHUNAN,,
3766,92,9212,921206,TAIGE,,
3767,35,3507,350715,TAJINAN,,
3768,32,3201,320137,TAJURHALANG,,
3769,73,7301,730108,TAKA BONERATE,,
3770,53,5301,530111,TAKARI,,
3771,63,6301,630101,TAKISUNG,,
3772,73,7313,731303,TAKKALALLA,,
3773,32,3203,320316,TAKOKAK,,
3774,36,3673,367306,TAKTAKAN,,
3775,32,3210,321004,TALAGA,,
3776,95,9503,950329,TALAMBO,,
3777,33,3328,332812,TALANG,,
3778,16,1607,160710,TALANG KELAPA,,
3779,14,1403,140315,TALANG MUANDAU,,
3780,18,1806,180602,TALANG PADANG,,
3781,17,1705,170512,TALO KECIL,,
3782,75,7504,750407,TALUDITI,,
3783,35,3505,350514,TALUN,,
3784,72,7209,720912,TALATAKO,,
3785,71,7106,710609,TALAWAAN,,
3786,32,3205,320537,TALEGONG,,
3787,82,8208,820801,TALIABU BARAT,,
3788,82,8208,820802,TALIABU BARAT LAUT,,
3789,82,8208,820807,TALIABU SELATAN,,
3790,82,8208,820805,TALIABU TIMUR,,
3791,52,5207,520702,TALIWANG,,
3792,73,7371,737107,TALLO,,
3793,33,3326,332605,TALUN,,
3794,71,7103,710312,TAMAKO,,
3795,33,3327,332709,TAMAN,,
3796,35,3515,351513,TAMAN,,
3797,35,3525,352518,TAMBAK,,
3798,35,3523,352306,TAMBAKBOYO,,
3799,32,3213,321325,TAMBAKDAHAN,,
3800,35,3522,352202,TAMBAKREJO,,
3801,33,3318,331803,TAMBAKROMO,,
3802,15,1501,150122,TANAH COGOK,,
3803,64,6401,640104,TANAH GROGOT,,
3804,12,1208,120811,TANAH JAWA,,
3805,62,6203,620313,TAMBAN CATUR,,
3806,14,1401,140103,TAMBANG,,
3807,15,1572,157204,TANAH KAMPUNG,,
3808,11,1108,110812,TANAH LUAS,,
3809,12,1214,121431,TANAH MASA,,
3810,21,2101,210109,TAMBELAN,,
3811,32,3216,321604,TAMBELANG,,
3812,35,3527,352708,TAMBELANGAN,,
3813,52,5206,520614,TAMBORA,,
3814,93,9301,930106,TANAH MIRING,,
3815,11,1108,110813,TANAH PASIR,,
3816,12,1211,121106,TANAH PINEM,,
3817,32,3216,321606,TAMBUN SELATAN,,
3818,32,3216,321605,TAMBUN UTARA,,
3819,14,1406,140604,TAMBUSAI,,
3820,14,1406,140609,TAMBUSAI UTARA,,
3821,11,1116,111607,TAMIANG HULU,,
3822,76,7605,760506,TAMMERODO SENDANA,,
3823,12,1212,121222,TAMPAHAN,,
3824,65,6504,650403,TANA LIA,,
3825,73,7322,732212,TANA LILI,,
3826,53,5312,531204,TANA RIGHU,,
3827,53,5307,530717,TANA WAWO,,
3828,61,6110,611006,TANAH PINOH,,
3829,14,1404,140410,TANAH MERAH,,
3830,14,1407,140703,TANAH PUTIH,,
3831,92,9202,920217,TANAH RUBUH,,
3832,32,3271,327106,TANAH SAREAL,,
3833,15,1508,150805,TANAH SEPENGGAL,,
3834,15,1508,150817,TANAH SEPENGGAL LINTAS,,
3835,62,6212,621202,TANAH SIANG,,
3836,35,3511,351113,TEGALAMPEL,,
3837,32,3202,320245,TEGALBULEUD,,
3838,15,1508,150801,TANAH TUMBUH,,
3839,35,3510,351004,TEGALDLIMO,,
3840,51,5104,510406,TEGALLALANG,,
3841,35,3501,350109,TEGALOMBO,,
3842,72,7203,720319,TANANTOVEA,,
3843,72,7271,727106,TATANGA,,
3844,71,7105,710519,TATAPAAN,,
3845,71,7103,710311,TATOARENG,,
3846,72,7271,727107,TAWAELI,,
3847,76,7603,760314,TAWALIAN,,
3848,76,7603,760309,TANDUK KALUA,,
3849,14,1406,140611,TANDUN,,
3850,33,3314,331419,TANGEN,,
3851,74,7401,740118,TANGGETADA,,
3852,81,8103,810305,TANIMBAR UTARA,,
3853,81,8106,810603,TANIWEL,,
3854,81,8106,810610,TANIWEL TIMUR,,
3855,16,1602,160202,TANJUNG LUBUK,,
3856,52,5208,520801,TANJUNG,,
3857,63,6309,630904,TANJUNG,,
3858,14,1407,140716,TANJUNG MEDAN,,
3859,12,1207,120702,TANJUNG MORAWA,,
3860,13,1306,130601,TANJUNG MUTIARA,,
3861,65,6501,650101,TANJUNG PALAS,,
3862,12,1209,120910,TANJUNG BALAI,,
3863,12,1274,127401,TANJUNGBALAI SELATAN,,
3864,12,1274,127402,TANJUNGBALAI UTARA,,
3865,16,1610,161002,TANJUNG BATU,,
3866,12,1218,121805,TANJUNG BERINGIN,,
3867,18,1801,180105,TANJUNG BINTANG,,
3868,35,3526,352609,TANJUNG BUMI,,
3869,53,5306,530605,TANJUNG BUNGA,,
3870,13,1372,137202,TANJUNG HARAPAN,,
3871,64,6401,640102,TANJUNG HARAPAN,,
3872,17,1704,170402,TANJUNG KEMUNING,,
3873,65,6501,650106,TANJUNG PALAS TENGAH,,
3874,65,6501,650104,TANJUNG PALAS TIMUR,,
3875,65,6501,650103,TANJUNG PALAS UTARA,,
3876,19,1902,190201,TANJUNG PANDAN,,
3877,21,2172,217203,TANJUNG PINANG KOTA,,
3878,21,2172,217202,TANJUNG PINANG TIMUR,,
3879,31,3172,317202,TANJUNG PRIOK,,
3880,12,1205,120511,TANJUNG PURA,,
3881,18,1803,180304,TANJUNG RAJA,,
3882,18,1811,181107,TANJUNG RAYA,,
3883,64,6403,640305,TANJUNG REDEB,,
3884,16,1604,160424,TANJUNG SAKTI PUMI,,
3885,18,1801,180122,TANJUNG SARI,,
3886,65,6501,650105,TANJUNG SELOR,,
3887,94,9403,940316,TELUK DEYA,,
3888,92,9207,920703,TELUK DUAIRI,,
3889,32,3211,321120,TANJUNGKERTA,,
3890,32,3211,321121,TANJUNGMEDAR,,
3891,81,8101,810121,TELUK ELPAPUTIH,,
3892,92,9208,920804,TELUK ETNA,,
3893,16,1602,160223,TELUK GELAM,,
3894,81,8104,810414,TELUK KAIELY,,
3895,63,6310,631012,TELUK KEPAYANG,,
3896,32,3201,320136,TANJUNGSARI,,
3897,34,3403,340317,TANJUNGSARI,,
3898,32,3211,321111,TANJUNGSARI,,
3899,32,3213,321314,TANJUNGSIANG,,
3900,12,1203,120330,TANO TOMBANGAN ANGKOLA,,
3901,33,3314,331412,TANON,,
3902,14,1410,141004,TEBING TINGGI BARAT,,
3903,72,7208,720814,TAOPA,,
3904,75,7503,750301,TAPA,,
3905,11,1101,110108,TAPAKTUAN,,
3906,76,7602,760202,TAPALANG,,
3907,76,7602,760213,TAPALANG BARAT,,
3908,12,1201,120107,TAPIAN NAULI,,
3909,63,6305,630503,TAPIN TENGAH,,
3910,32,3205,320504,TAROGONG KALER,,
3911,32,3205,320505,TAROGONG KIDUL,,
3912,35,3506,350620,TAROKAN,,
3913,73,7304,730411,TAROWANG,,
3914,33,3328,332814,TARUB,,
3915,32,3216,321601,TARUMAJAYA,,
3916,95,9502,950219,TARUP,,
3917,12,1202,120201,TARUTUNG,,
3918,53,5304,530404,TASIFETO BARAT,,
3919,53,5304,530402,TASIFETOTIMUR,,
3920,62,6206,620611,TASIK PAYAWAN,,
3921,14,1410,141008,TASIK PUTRI PUYU,,
3922,33,3313,331310,TASIKMADU,,
3923,33,3315,331511,TAWANGHARJO,,
3924,33,3313,331306,TAWANGMANGU,,
3925,33,3311,331103,TAWANGSARI,,
3926,61,6103,610311,TAYAN HILIR,,
3927,61,6103,610310,TAYAN HULU,,
3928,81,8172,817203,TAYANDO TAM,,
3929,33,3318,331819,TAYU,,
3930,61,6101,610104,TEBAS,,
3931,21,2102,210205,TEBING,,
3932,12,1276,127605,TEBING TINGGI KOTA,,
3933,14,1410,141001,TEBING TINGGI,,
3934,12,1218,121813,TEBING TINGGI,,
3935,14,1410,141007,TEBING TINGGI TIMUR,,
3936,15,1509,150902,TEBO ILIR,,
3937,15,1509,150901,TEBO TENGAH,,
3938,12,1274,127404,TELUK NIBUNG,,
3939,33,3308,330819,TEGALREJO,,
3940,61,6112,611208,TELUK PAKEDAI,,
3941,64,6408,640813,TELUK PANDAN,,
3942,18,1809,180910,TELUK PANDAN,,
3943,92,9203,920309,TELUK PATIPI,,
3944,62,6202,620211,TELUK SAMPIT,,
3945,18,1809,180903,TEGINENENG,,
3946,33,3315,331518,TEGOWANU,,
3947,81,8101,810111,TEHORU,,
3948,95,9502,950231,TEIRAPLU,,
3949,51,5108,510809,TEJAKULA,,
3950,61,6101,610112,TEKARANG,,
3951,75,7501,750102,TELAGA,,
3952,63,6303,630318,TELAGA BAUNTUNG,,
3953,75,7501,750110,TELAGA BIRU,,
3954,14,1404,140416,TELUK BELENGKONG,,
3955,21,2101,210108,TELUK BINTAN,,
3956,62,6202,620214,TELAWANG,,
3957,12,1209,120931,TELUK DALAM,,
3958,12,1214,121406,TELUK DALAM,,
3959,11,1109,110905,TELUK DALAM,,
3960,14,1404,140405,TEMPULING,,
3961,73,7314,731402,TELLU LIMPOE,,
3962,73,7307,730708,TELLU LIMPOE,,
3963,73,7308,730817,TELLU SIATTINGE,,
3964,73,7308,730825,TELLULIMPOE,,
3965,73,7373,737304,TELLUWANUA,,
3966,21,2101,210110,TELOK SEBONG,,
3967,81,8171,817104,TELUK AMBON,,
3968,91,9105,910509,TELUK AMPIMOI,,
3969,92,9208,920803,TELUK ARGUNI ATAS,,
3970,92,9208,920806,TELUK ARGUNI BAWAH,,
3971,61,6111,611103,TELUK BATANG,,
3972,64,6403,640309,TELUK BAYUR,,
3973,94,9401,940109,TELUK KIMI,,
3974,96,9603,960309,TELUK MAYALIBIT,,
3975,12,1218,121803,TELUK MENGKUDU,,
3976,14,1405,140509,TELUK MERANTI,,
3977,53,5305,530501,TELUK MUTIARA,,
3978,61,6105,610502,TEMPUNAK,,
3979,94,9401,940108,TELUK UMAR,,
3980,81,8105,810515,TELUK WARU,,
3981,18,1871,187108,TELUKBETUNG BARAT,,
3982,18,1871,187107,TELUKBETUNG SELATAN,,
3983,18,1871,187119,TELUKBETUNG TIMUR,,
3984,15,1509,150909,TENGAH ILIR,,
3985,32,3215,321527,TELUKJAMBE BARAT,,
3986,32,3215,321503,TELUKJAMBE TIMUR,,
3987,36,3603,360313,TELUKNAGA,,
3988,81,8101,810123,TELUTIH,,
3989,33,3323,332303,TEMANGGUNG,,
3990,35,3522,352221,TEMAYANG,,
3991,94,9404,940410,TEMBAGAPURA,,
3992,33,3323,332302,TEMBARAK,,
3993,35,3517,351713,TEMBELANG,,
3994,14,1404,140413,TEMBILAHAN HULU,,
3995,51,5106,510603,TEMBUKU,,
3996,92,9206,920609,TEMBUNI,,
3997,21,2104,210412,TEMIANG PESISIR,,
3998,96,9602,960201,TEMINABUAN,,
3999,34,3401,340101,TEMON,,
4000,11,1113,111304,TERANGUN,,
4001,52,5203,520303,TERARA,,
4002,33,3309,330907,TERAS,,
4003,34,3404,340414,TEMPEL,,
4004,19,1905,190505,TEMPILANG,,
4005,33,3308,330811,TEMPURAN,,
4006,35,3509,350918,TEMPUREJO,,
4007,14,1471,147110,TENAYAN RAYA,,
4008,71,7105,710509,TENGA,,
4009,33,3322,332202,TENGARAN,,
4010,35,3511,351108,TENGGARANG,,
4011,64,6402,640206,TENGGARONG,,
4012,64,6402,640216,TENGGARONG SEBERANG,,
4013,35,3578,357824,TENGGILIS MEJOYO,,
4014,11,1116,111611,TENGGULUN,,
4015,32,3201,320123,TENJO,,
4016,32,3201,320140,TENJOLAYA,,
4017,34,3403,340307,TEPUS,,
4018,17,1706,170608,TERAMANG JAYA,,
4019,18,1802,180207,TERBANGGI BESAR,,
4020,61,6112,611204,TERENTANG,,
4021,64,6407,640719,TERING,,
4022,11,1113,111310,TERIPE JAYA,,
4023,32,3212,321226,TERISI,,
4024,82,8271,827108,TERNATE BARAT,,
4025,33,3325,332506,TERSONO,,
4026,18,1802,180213,TERUSAN NUNYAI,,
4027,92,9212,921208,TESTEGA,,
4028,11,1114,111401,TEUNOM,,
4029,11,1109,110903,TEUPAH BARAT,,
4030,11,1109,110907,TEUPAH SELATAN,,
4031,11,1109,110909,TEUPAH TENGAH,,
4032,62,6205,620505,TEWEH TENGAH,,
4033,62,6205,620504,TEWEH TIMUR,,
4034,93,9303,930315,TI ZAIN,,
4035,15,1502,150224,TIANG PUMPUNG,,
4036,16,1605,160518,TIANG PUMPUNG KEPUNGUT,,
4037,75,7501,750104,TIBAWA,,
4038,12,1206,120604,TIGAPANAH,,
4039,36,3603,360303,TIGARAKSA,,
4040,12,1211,121103,TIGALINGGA,,
4041,13,1302,130218,TIGO LURAH,,
4042,13,1308,130813,TIGO NAGARI,,
4043,73,7326,732609,TIKALA,,
4044,76,7601,760108,TIKKE RAYA,,
4045,35,3524,352423,TIKUNG,,
4046,75,7502,750204,TILAMUTA,,
4047,13,1306,130609,TILATANG KAMANG,,
4048,72,7205,720507,TILOAN,,
4049,11,1117,111707,TIMANG GAJAH,,
4050,95,9507,950714,TIOM OLLO,,
4051,76,7604,760401,TINAMBUNG,,
4052,74,7405,740501,TINANGGEA,,
4053,72,7207,720704,TINANGKUNG,,
4054,72,7207,720711,TINANGKUNG SELATAN,,
4055,72,7207,720719,TINANGKUNG UTARA,,
4056,12,1209,120926,TINGGI RAJA,,
4057,73,7306,730604,TINGGIMONCONG,,
4058,94,9402,940208,TINGGINAMBUT,,
4059,96,9604,960420,TINGGOUW,,
4060,33,3373,337302,TINGKIR,,
4061,72,7208,720803,TINOMBO,,
4062,36,3604,360413,TIRTAYASA,,
4063,35,3507,350730,TIRTOYUDO,,
4064,74,7413,741309,TIWORO KEPULAUAN,,
4065,74,7413,741305,TIWORO SELATAN,,
4066,74,7413,741307,TIWORO TENGAH,,
4067,74,7413,741308,TIWORO UTARA,,
4068,35,3528,352801,TLANAKAN,,
4069,33,3323,332314,TLOGOMULYO,,
4070,35,3511,351103,TLOGOSARI,,
4071,33,3318,331814,TLOGOWUNGU,,
4072,21,2101,210112,TOAPAYA,,
4073,74,7401,740124,TOARI,,
4074,61,6103,610313,TOBA,,
4075,76,7606,760601,TOBADAK,,
4076,82,8203,820305,TOBELO,,
4077,82,8203,820313,TOBELO BARAT,,
4078,82,8203,820306,TOBELO SELATAN,,
4079,82,8203,820310,TOBELO UTARA,,
4080,61,6102,610206,TOHO,,
4081,53,5302,530216,TOIANAS,,
4082,72,7201,720109,TOILI,,
4083,72,7201,720112,TOILI BARAT,,
4084,72,7209,720908,TOJO,,
4085,72,7209,720907,TOJO BARAT,,
4086,74,7408,740815,TOLALA,,
4087,75,7501,750113,TOLANGOHULA,,
4088,72,7204,720409,TOLI-TOLI UTARA,,
4089,75,7505,750505,TOLINGGULA,,
4090,12,1214,121412,TOMA,,
4091,92,9203,920317,TOMAGE,,
4092,71,7102,710224,TOMBARIRI TIMUR,,
4093,73,7306,730610,TOMBOLOPAO,,
4094,74,7407,740703,TOMIA,,
4095,74,7407,740707,TOMIA TIMUR,,
4096,71,7111,711107,TOMINI,,
4097,72,7208,720805,TOMINI,,
4098,76,7602,760211,TOMMO,,
4099,32,3211,321124,TOMO,,
4100,71,7173,717304,TOMOHON BARAT,,
4101,71,7173,717302,TOMOHON TENGAH,,
4102,71,7173,717303,TOMOHON UTARA,,
4103,75,7505,750507,TOMILITO,,
4104,73,7324,732408,TOMONI,,
4105,73,7324,732409,TOMONI TIMUR,,
4106,94,9407,940708,TOMOSIGA,,
4107,35,3516,351612,TROWULAN,,
4108,35,3522,352223,TRUCUK,,
4109,33,3310,331006,TRUCUK,,
4110,11,1101,110109,TRUMON,,
4111,71,7105,710502,TOMPASO BARU,,
4112,73,7303,730304,TOMPO BULU,,
4114,73,7309,730911,TOMPOBULU,,
4115,92,9206,920619,TOMU,,
4116,94,9402,940205,YAMO,,
4117,73,7326,732616,TONDON,,
4118,73,7310,731012,TONDONG TALLASA,,
4119,35,3513,351323,TONGAS,,
4120,74,7402,740215,TONGAUNA,,
4121,74,7403,740327,TONGKUNO,,
4122,94,9402,940220,YAMONERI,,
4123,92,9208,920807,YAMOR,,
4124,12,1222,122203,TORGAMBA,,
4125,72,7208,720813,TORIBULU,,
4126,35,3527,352702,TORJUN,,
4127,33,3315,331504,TOROH,,
4128,72,7208,720809,TORUE,,
4129,93,9302,930214,YANIRUMA,,
4130,91,9105,910502,YAPEN BARAT,,
4131,91,9105,910501,YAPEN SELATAN,,
4132,91,9105,910503,YAPEN TIMUR,,
4133,91,9105,910507,YAPEN UTARA,,
4134,91,9103,910315,YAPSI,,
4135,94,9401,940110,YARO,,
4136,72,7207,720703,TOTIKUM,,
4137,72,7207,720715,TOTIKUM SELATAN,,
4138,91,9111,911107,TOWE,,
4139,74,7403,740337,TOWEA,,
4140,73,7324,732403,TOWUTI,,
4141,33,3318,331821,TRANGKIL,,
4142,35,3516,351604,TRAWAS,,
4143,33,3323,332311,TRETEP,,
4144,11,1118,111808,TRIENGGADENG,,
4145,95,9501,950112,TRIKORA,,
4146,18,1802,180205,TRIMURJO,,
4147,17,1707,170709,TUBEI,,
4148,76,7605,760507,TUBO SENDANA,,
4149,14,1471,147113,TUAHMADANI,,
4150,35,3501,350110,TULAKAN,,
4151,18,1812,181201,TULANG BAWANG TENGAH,,
4152,18,1812,181203,TULANG BAWANG UDIK,,
4153,35,3515,351509,TULANGAN,,
4154,65,6503,650314,TULIN ONSOI,,
4155,33,3325,332510,TULIS,,
4156,14,1408,140804,TUALANG,,
4157,35,3523,352316,TUBAN,,
4158,93,9301,930115,TUBANG,,
4159,33,3310,331019,TULUNG,,
4160,16,1602,160211,TULUNG SELAPAN,,
4161,35,3503,350305,TUGU,,
4162,16,1605,160501,TUGUMULYO,,
4163,12,1224,122403,TUHEMBERUA,,
4164,92,9206,920612,TUHIBA,,
4165,19,1903,190306,TUKAK SADAI,,
4166,12,1201,120114,TUKKA,,
4167,61,6104,610413,TUMBANG TITI,,
4168,18,1812,181202,TUMIJAJAR,,
4169,71,7171,717102,TUMINTING,,
4170,71,7105,710512,TUMPAAN,,
4171,35,3507,350716,TUMPANG,,
4172,16,1607,160715,TUNGKAL ILIR,,
4173,16,1606,160612,TUNGKAL JAYA,,
4174,96,9604,960403,YEMBUN,,
4175,91,9106,910611,YENDIDORI,,
4176,95,9508,950813,YENGGELO,,
4177,36,3604,360420,TUNJUNG TEJA,,
4178,33,3316,331610,TUNJUNGAN,,
4179,33,3322,332206,TUNTANG,,
4180,73,7304,730408,TURATEA,,
4181,35,3507,350709,TUREN,,
4182,35,3524,352421,TURI,,
4183,34,3404,340415,TURI,,
4184,76,7604,760405,TUTAR,,
4185,81,8105,810506,TUTUK TOLU,,
4186,35,3514,351402,TUTUR,,
4187,71,7110,711001,TUTUYAN,,
4188,95,9503,950323,UBAHAK,,
4189,95,9503,950328,UBALIHI,,
4190,51,5104,510405,UBUD,,
4191,14,1405,140501,UKUI,,
4192,74,7411,741111,UEESI,,
4193,74,7402,740218,UEPAI,,
4194,73,7372,737202,UJUNG,,
4195,13,1305,130510,ULAKAN TAPAKIH,,
4196,14,1406,140601,UJUNG BATU,,
4197,12,1208,120830,UJUNG PADANG,,
4198,12,1214,121434,ULU IDANOTAE,,
4199,17,1701,170109,ULU MANNA,,
4200,12,1225,122508,ULU MORO`O,,
4201,16,1611,161103,ULU MUSI,,
4202,32,3211,321125,UJUNGJAYA,,
4203,73,7302,730209,UJUNGLOE,,
4204,35,3525,352507,UJUNGPANGKAH,,
4205,17,1705,170513,ULU TALO,,
4206,12,1212,121210,ULUAN,,
4207,72,7209,720906,ULUBONGKA,,
4208,73,7303,730306,ULUERE,,
4209,93,9301,930109,ULILIN,,
4210,11,1118,111802,ULIM,,
4211,17,1703,170323,ULOK KUPAI,,
4212,18,1806,180615,ULU BELU,,
4213,12,1204,120427,ULUGAWO,,
4214,74,7411,741108,ULUIWOI,,
4215,72,7271,727105,ULUJADI,,
4216,33,3327,332713,ULUJAMI,,
4217,76,7605,760505,ULUMANDA,,
4218,16,1613,161307,ULU RAWAS,,
4219,12,1221,122114,ULU SOSA,,
4220,12,1214,121424,ULUSUSUA,,
4221,35,3509,350905,UMBULSARI,,
4222,12,1214,121414,UMBUNASI,,
4223,18,1808,180815,UMPU SEMENGUK,,
4224,72,7209,720901,UNA UNA,,
4225,33,3319,331904,UNDAAN,,
4226,21,2102,210211,UNGAR,,
4227,33,3322,332218,UNGARAN BARAT,,
4228,33,3322,332219,UNGARAN TIMUR,,
4229,93,9304,930410,UNIR SIRAU,,
4230,52,5204,520422,UNTER IWES,,
4231,91,9103,910309,UNURUM GUAY,,
4232,17,1707,170711,URAM JAYA,,
4233,91,9115,911508,UREI FAISEI,,
4234,95,9501,950134,BPIRI,,
4235,52,5204,520406,UTAN,,
4236,62,6212,621210,UUT MURUNG,,
4237,32,3211,321110,BUAHDUA,,
4238,72,7201,720108,BUALEMO,,
4239,17,1706,170612,V KOTO,,
4240,13,1305,130506,V KOTO KAMPUNG DALAM,,
4241,13,1305,130514,V KOTO TIMUR,,
4242,93,9303,930310,VENAHA,,
4243,15,1509,150906,VII KOTO,,
4244,16,1609,160917,BUANA PEMACA,,
4245,35,3513,351314,KRAKSAAN,,
4246,93,9301,930119,WAAN,,
4247,33,3307,330701,WADASLINTANG,,
4248,32,3211,321101,WADO,,
4249,53,5310,531001,WAE RII,,
4250,81,8104,810403,WAEAPO,,
4251,81,8104,810412,WAELATA,,
4252,81,8109,810902,WAESAMA,,
4253,35,3507,350721,WAGIR,,
4254,53,5307,530713,WAIBLAMA,,
4255,72,7209,720909,WALEA BESAR,,
4256,72,7209,720903,WALEA KEPULAUAN,,
4257,35,3576,357603,KRANGGAN,,
4258,92,9206,920607,WAMESA,,
4259,92,9207,920705,WAMESA,,
4260,12,1205,120508,WAMPU,,
4261,33,3304,330410,WANADADI,,
4262,32,3205,320503,WANARAJA,,
4263,33,3301,330115,WANAREJA,,
4264,52,5203,520314,WANASABA,,
4265,36,3602,360221,WANASALAM,,
4266,33,3329,332908,WANASARI,,
4267,33,3304,330417,WANAYASA,,
4268,32,3214,321409,WANAYASA,,
4269,94,9405,940502,WANGBE,,
4270,75,7504,750411,WANGGARASI,,
4271,74,7407,740701,WANGI-WANGI,,
4272,74,7407,740705,WANGI-WANGI SELATAN,,
4273,33,3302,330202,WANGON,,
4274,94,9404,940416,WANIA,,
4275,95,9507,950723,WANO BARAT,,
4276,53,5312,531211,WANOKAKA,,
4277,94,9402,940219,WANWI,,
4278,81,8104,810406,WAPLAU,,
4279,14,1402,140209,LIRIK,,
4280,95,9504,950429,WARI/TAIYEVE II,,
4281,36,3604,360406,WARINGINKURUNG,,
4282,91,9111,911101,WARIS,,
4283,16,1609,160913,WARKUK RANAU SELATAN,,
4284,92,9202,920203,WARMARE,,
4285,96,9602,960212,WAYER,,
4286,36,3602,360215,WARUNGGUNUNG,,
4287,32,3202,320209,WARUNGKIARA,,
4288,32,3203,320302,WARUNGKONDANG,,
4289,33,3327,332714,WARUNGPRING,,
4290,33,3328,332817,WARUREJA,,
4291,96,9603,960314,WARWARBOMI,,
4292,82,8206,820601,WASILE,,
4293,82,8206,820604,WASILE SELATAN,,
4294,82,8206,820605,WASILE TENGAH,,
4295,82,8206,820607,WASILE TIMUR,,
4296,82,8206,820606,WASILE UTARA,,
4297,74,7401,740108,WATUBANGGA,,
4298,33,3327,332704,WATUKUMPUL,,
4299,35,3503,350308,WATULIMO,,
4300,33,3307,330710,WATUMALANG,,
4301,74,7408,740809,WATUNOHU,,
4302,18,1807,180720,WAWAY KARYA,,
4303,52,5206,520605,WAWO,,
4304,74,7408,740807,WAWO,,
4305,74,7412,741201,WAWONII BARAT,,
4306,74,7412,741206,WAWONII SELATAN,,
4307,74,7412,741207,WAWONII TENGAH,,
4308,74,7412,741205,WAWONII TENGGARA,,
4309,74,7412,741202,WAWONII UTARA,,
4310,74,7402,740203,WAWOTOBI,,
4311,18,1807,180723,WAY BUNGUR,,
4312,18,1871,187115,WAY HALIM,,
4313,18,1807,180707,WAY JEPARA,,
4314,18,1812,181206,WAY KENANGA,,
4315,18,1809,180909,WAY KHILAU,,
4316,18,1809,180904,WAY LIMA,,
4317,18,1802,180217,WAY PENGUBUAN,,
4318,52,5206,520607,WERA,,
4319,95,9501,950140,WESAPUT,,
4320,81,8108,810806,WETAR SELATAN,,
4321,81,8108,810814,WETAR BARAT,,
4322,82,8202,820201,WEDA,,
4323,82,8202,820205,WEDA SELATAN,,
4324,82,8202,820207,WEDA TENGAH,,
4325,82,8202,820209,WEDA TIMUR,,
4326,82,8202,820204,WEDA UTARA,,
4327,33,3318,331815,WEDARIJAKSA,,
4328,33,3310,331003,WEDI,,
4329,33,3321,332113,WEDUNG,,
4330,81,8108,810815,WETAR TIMUR,,
4331,81,8108,810813,WETAR UTARA,,
4332,53,5308,530807,WEWARIA,,
4333,53,5318,531804,WEWEWA BARAT,,
4334,53,5318,531803,WEWEWA TIMUR,,
4335,33,3320,332003,WELAHAN,,
4336,53,5315,531507,WELAK,,
4337,95,9506,950605,WELAREK,,
4338,33,3324,332412,WELERI,,
4339,95,9501,950108,WOLO,,
4340,74,7401,740110,WOLO,,
4341,53,5321,532104,WELIMAN,,
4342,96,9601,960145,WEMAK,,
4343,95,9504,950437,WENAM,,
4344,71,7171,717104,WENANG,,
4345,81,8103,810304,WERMAKTIAN,,
4346,81,8103,810303,WERTAMRIAN,,
4347,92,9206,920621,WERIAGAR,,
4348,95,9503,950317,WERIMA,,
4349,81,8105,810503,WERINAMA,,
4350,33,3311,331101,WERU,,
4351,53,5321,532103,WEWIKU,,
4352,35,3523,352319,WIDANG,,
4353,32,3212,321207,WIDASARI,,
4354,35,3521,352112,WIDODAREN,,
4355,11,1117,111706,WIH PESAM,,
4356,35,3518,351815,WILANGAN,,
4357,35,3574,357402,WONOASIH,,
4358,35,3519,351915,WONOASRI,,
4359,95,9504,950407,WINA,,
4360,91,9105,910512,WINDESI,,
4361,92,9207,920702,WINDESI,,
4362,33,3308,330821,WINDUSARI,,
4363,33,3318,331804,WINONG,,
4364,35,3578,357802,WONOCOLO,,
4365,35,3505,350501,WONODADI,,
4366,33,3312,331212,WONOGIRI,,
4367,95,9507,950719,WIRINGGAMBUT,,
4368,34,3471,347107,WIROBRAJAN,,
4369,33,3315,331510,WIROSARI,,
4370,72,7206,720612,WITA PONDA,,
4371,53,5306,530612,WITIHAMA,,
4372,74,7409,740902,WIWIRANO,,
4373,35,3505,350517,WLINGI,,
4374,95,9501,950115,WOUMA,,
4375,52,5205,520505,WOJA,,
4376,74,7472,747202,WOLIO,,
4377,53,5309,530916,WOLOMEZE,,
4378,95,9504,950406,WUNIM,,
4379,53,5316,531605,WOLOWAE,,
4380,91,9105,910511,WONAWA,,
4381,94,9403,940317,YAGAI,,
4382,74,7402,740219,WONGGEDUKU,,
4383,35,3510,351018,WONGSOREJO,,
4384,33,3323,332319,WONOBOYO,,
4385,35,3578,357804,WONOKROMO,,
4386,35,3513,351322,WONOMERTO,,
4387,76,7604,760403,WONOMULYO,,
4388,33,3321,332106,WONOSALAM,,
4389,35,3517,351705,WONOSALAM,,
4390,33,3309,330922,WONOSAMODRO,,
4391,75,7502,750202,WONOSARI,,
