id,province_code,city_code,district_code,district,created_at,updated_at
455,82,8203,820309,LOLODA UTARA,,
456,12,1225,122507,LOLOFITU MOI,,
457,12,1273,127302,SIBOLGA KOTA,,
458,33,3301,330116,DAYEUHLUHUR,,
459,16,1607,160718,SUMBER MARGA TELANG,,
460,18,1806,180613,SUMBEREJO,,
461,94,9403,940320,DEIYAI MIYO,,
462,35,3513,351321,SUMBERASIH,,
463,35,3509,350903,SUMBERBARU,,
464,35,3522,352212,SUMBEREJO,,
465,12,1214,121401,LOLOMATUA,,
466,35,3524,352425,DEKET,,
467,12,1207,120728,LUBUK PAKAM,,
468,33,3310,331016,DELANGGU,,
469,11,1102,110213,DELENG POKHKISEN,,
470,33,3302,330226,PURWOKERTO TIMUR,,
471,13,1302,130217,HILIRAN GUMANTI,,
472,16,1601,160131,MUARA JAYA,,
473,12,1214,121423,HILISALAWA`AHE,,
474,33,3321,332111,DEMAK,,
475,91,9115,911513,DEMBA,,
476,53,5306,530614,DEMON PAGONG,,
477,33,3321,332107,DEMPET,,
478,16,1672,167204,DEMPO SELATAN,,
479,16,1672,167205,DEMPO TENGAH,,
480,16,1672,167203,DEMPO UTARA,,
481,91,9103,910310,DEMTA,,
482,19,1906,190603,DENDANG,,
483,93,9302,930217,NINATI,,
484,15,1501,150117,DEPATI TUJUH,,
485,75,7504,750408,DENGILO,,
486,51,5171,517103,DENPASAR BARAT,,
487,51,5171,517101,DENPASAR SELATAN,,
488,95,9507,950705,DIMBA,,
489,71,7106,710605,DIMEMBE,,
490,12,1214,121408,LOLOWAU,,
491,94,9401,940114,DIPA,,
492,64,6408,640818,LONG MESANGAT,,
493,52,5204,520426,LOPOK,,
494,18,1805,180525,DENTE TELADAS,,
495,91,9103,910303,DEPAPRE,,
496,72,7202,720223,LORE BARAT,,
497,34,3404,340407,DEPOK,,
498,93,9304,930414,DER KOUMUR,,
499,94,9405,940509,DERVOS,,
500,95,9503,950333,DIRWEMNA,,
501,35,3517,351708,DIWEK,,
502,35,3516,351609,DLANGGU,,
503,33,3329,332912,LOSARI,,
504,53,5308,530806,DETUSOKO,,
505,11,1108,110802,DEWANTARA,,
506,92,9212,921205,DIDOHU,,
507,34,3402,340211,DLINGO,,
508,94,9406,940610,DOGIYAI,,
509,94,9403,940321,DOGOMO,,
510,35,3505,350518,DOKO,,
511,32,3209,320903,LOSARI,,
512,72,7210,721011,DOLO BARAT,,
513,72,7210,721009,DOLO SELATAN,,
514,32,3273,327319,SUMUR BANDUNG,,
515,13,1307,130704,LUAK,,
516,12,1220,122002,DOLOK,,
517,12,1208,120817,DOLOK BATU NANGGAR,,
518,12,1218,121809,DOLOK MASIHUL,,
519,92,9206,920614,SUMURI,,
520,17,1704,170414,PADANG GUCI HILIR,,
521,12,1208,120813,DOLOK PANRIBUAN,,
522,61,6112,611203,SUNGAI AMBAWANG,,
523,14,1408,140802,SUNGAI APIT,,
524,16,1609,160915,SUNGAI ARE,,
525,13,1312,131209,SUNGAI AUR,,
526,12,1216,121606,DOLOK SANGGUL,,
527,12,1220,122001,DOLOK SIGOMPULON,,
528,12,1208,120826,DOLOK SILOU,,
529,35,3519,351902,DOLOPO,,
530,52,5205,520501,DOMPU,,
531,72,7204,720403,DONDO,,
532,52,5206,520608,DONGGO,,
533,35,3503,350304,DONGKO,,
534,35,3501,350101,DONOROJO,,
535,61,6104,610407,SUNGAI LAUR,,
536,16,1606,160607,SUNGAI LILIN,,
537,13,1305,130508,SUNGAI LIMAU,,
538,33,3326,332606,DORO,,
539,94,9405,940504,DOUFO,,
540,95,9504,950430,DOW,,
541,32,3201,320130,DRAMAGA,,
542,35,3513,351319,DRINGU,,
543,35,3525,352515,DRIYOREJO,,
544,15,1502,150204,SUNGAI MANAU,,
545,12,1273,127301,SIBOLGA UTARA,,
546,16,1610,161013,KANDIS,,
547,14,1408,140810,KANDIS,,
548,13,1303,130307,LUBUAK TAROK,,
549,73,7315,731506,DUAMPANUA,,
550,35,3525,352505,DUDUKSAMPEYAN,,
551,73,7308,730808,SIBULUE,,
552,71,7172,717206,GIRIAN,,
553,33,3312,331222,GIRIMARTO,,
554,13,1305,130501,LUBUK ALUNG,,
555,33,3318,331820,DUKUHSETI,,
556,13,1372,137201,LUBUK SIKARAH,,
557,33,3328,332818,DUKUHWARU,,
558,35,3525,352501,DUKUN,,
559,33,3308,330806,DUKUN,,
560,13,1306,130602,LUBUK BASUNG,,
561,75,7502,750203,DULUPI,,
562,74,7405,740522,RANOMEETO BARAT,,
563,95,9507,950708,TIOMNERI,,
564,96,9603,960319,TIPLOL MAYALIBIT,,
565,16,1601,160122,LUBUK BATANG,,
566,18,1806,180620,GISTING,,
567,33,3309,330920,GLADAGSARI,,
568,35,3510,351015,GLAGAH,,
569,12,1212,121219,SIGUMPAR,,
570,71,7101,710133,DUMOGA,,
571,71,7101,710109,DUMOGA BARAT,,
572,35,3524,352426,GLAGAH,,
573,35,3510,351010,GLENMORE,,
574,74,7411,741101,TIRAWUTA,,
575,35,3513,351307,TIRIS,,
576,11,1107,110721,TIRO/TRUSEB,,
577,32,3218,321810,SIDAMULIH,,
578,71,7101,710134,DUMOGA TENGGARA,,
579,71,7101,710110,DUMOGA TIMUR,,
580,71,7101,710111,DUMOGA UTARA,,
581,91,9103,910312,EBUNGFAO,,
582,93,9303,930304,EDERA,,
583,73,7315,731509,TIROANG,,
584,32,3215,321509,TIRTAJAYA,,
585,14,1402,140212,LUBUK BATU JAYA,,
586,53,5306,530602,TITEHENA,,
587,72,7208,720823,SIDOAN,,
588,35,3515,351508,SIDOARJO,,
589,33,3314,331411,SIDOHARJO,,
590,16,1605,160503,MUARA KELINGI,,
591,18,1801,180107,SIDOMULYO,,
592,35,3529,352918,DUNGKEK,,
593,16,1613,161302,RAWAS ULU,,
594,21,2102,210209,DURAI,,
595,95,9503,950348,DURAM,,
596,31,3175,317507,DUREN SAWIT,,
597,33,3373,337301,SIDOREJO,,
598,76,7601,760106,DURIPOKU,,
599,92,9203,920312,FAKFAK TIMUR TENGAH,,
600,12,1214,121418,FANAYAMA,,
601,53,5302,530229,FATUKOPA,,
602,53,5301,530110,FATULEU,,
603,53,5301,530127,FATULEU BARAT,,
604,53,5301,530128,FATULEU TENGAH,,
605,35,3520,352018,SIDOREJO,,
606,33,3304,330407,SIGALUH,,
607,62,6204,620402,DUSUN HILIR,,
608,62,6204,620406,DUSUN SELATAN,,
609,53,5302,530212,FATUMNASI,,
610,53,5302,530228,FAUTMOLO,,
611,94,9402,940203,FAWI,,
612,93,9304,930405,FAYIT,,
613,96,9604,960401,FEF,,
614,81,8109,810906,FENA FAFAN,,
615,35,3522,352226,GONDANG,,
616,35,3516,351602,GONDANG,,
617,35,3518,351817,GONDANG,,
618,33,3314,331406,GONDANG,,
619,72,7210,721001,SIGI BIROMARU,,
620,62,6213,621301,DUSUN TIMUR,,
621,93,9302,930210,FOFI,,
622,96,9602,960224,FOKOUR,,
623,92,9203,920316,FURWAGI,,
624,19,1971,197106,GABEK,,
625,33,3315,331508,GABUS,,
626,33,3318,331811,GABUS,,
627,32,3212,321203,GABUSWETAN,,
628,17,1708,170808,MUARA KEMUMU,,
629,21,2171,217108,GALANG,,
630,72,7204,720408,GALANG,,
631,82,8203,820304,GALELA,,
632,94,9402,940222,NIOGA,,
633,82,8203,820314,GALELA BARAT,,
634,82,8203,820315,GALELA UTARA,,
635,73,7305,730509,GALESONG,,
636,73,7305,730505,GALESONG SELATAN,,
637,73,7305,730506,GALESONG UTARA,,
638,94,9403,940310,EKADIDE,,
639,53,5319,531905,ELAR,,
640,53,5319,531909,ELAR SELATAN,,
641,95,9506,950601,ELELIM,,
642,93,9301,930110,ELIKOBAL,,
643,61,6110,611003,ELLA HILIR,,
644,81,8106,810611,ELPAPUTIH,,
645,61,6106,610603,EMBALOH HILIR,,
646,33,3329,332906,TONJONG,,
647,64,6407,640709,MUARA LAWA,,
648,61,6106,610613,EMPANANG,,
649,52,5204,520414,EMPANG,,
650,82,8204,820427,GANE TIMUR TENGAH,,
651,73,7308,730805,TONRA,,
652,74,7406,740620,TONTONUNU,,
653,12,1211,121114,SILAHISABUNGAN,,
654,53,5308,530803,ENDE,,
655,53,5308,530804,ENDE SELATAN,,
656,53,5308,530819,ENDE TENGAH,,
657,95,9503,950304,SILIMO,,
658,53,5308,530818,ENDE UTARA,,
659,33,3374,337404,GAYAMSARI,,
660,16,1604,160428,MUARAPAYANG,,
661,35,3578,357822,GAYUNGAN,,
662,61,6106,610615,SILAT HILIR,,
663,11,1110,111002,SIMPANG KANAN,,
664,17,1703,170301,ENGGANO,,
665,14,1404,140402,ENOK,,
666,73,7316,731602,ENREKANG,,
667,61,6103,610321,ENTIKONG,,
668,95,9505,950503,ERAGAYAM,,
669,14,1407,140711,SIMPANG KANAN,,
670,73,7303,730303,EREMERASA,,
671,71,7102,710203,ERIS,,
672,33,3312,331208,EROMOKO,,
673,19,1904,190404,SIMPANG KATIS,,
674,17,1702,170222,SINDANG DATARAN,,
675,71,7104,710419,ESSANG SELATAN,,
676,92,9206,920608,FAFURWAR,,
677,92,9203,920301,FAK-FAK,,
678,92,9203,920302,FAK-FAK BARAT,,
679,92,9203,920305,FAK-FAK TENGAH,,
680,92,9203,920303,FAK-FAK TIMUR,,
681,36,3603,360329,SINDANG JAYA,,
682,16,1610,161015,LUBUK KELIAT,,
683,13,1371,137107,LUBUK KILANGAN,,
684,18,1810,181002,GADING REJO,,
685,35,3575,357501,GADINGREJO,,
686,72,7205,720509,GADUNG,,
687,33,3321,332108,GAJAH,,
688,16,1673,167305,LUBUK LINGGAU TIMUR II,,
689,17,1702,170208,SINDANG KELINGI,,
690,17,1706,170601,LUBUK PINANG,,
691,13,1301,130110,LUNANG,,
692,95,9508,950808,GEAREK,,
693,32,3209,320930,GEBANG,,
694,12,1205,120513,GEBANG,,
695,33,3306,330614,GEBANG,,
696,33,3319,331908,GEBOG,,
697,35,3507,350729,GEDANGAN,,
698,13,1308,130805,LUBUK SIKAPING,,
699,11,1171,117105,LUENG BATA,,
700,35,3526,352618,GALIS,,
701,12,1213,121305,PANYABUNGAN BARAT,,
702,34,3401,340104,GALUR,,
703,16,1603,160306,GELUMBANG,,
704,35,3519,351906,GEMARANG,,
705,33,3323,332320,GEMAWANG,,
706,33,3318,331813,GEMBONG,,
707,95,9504,950428,AIRGARAM,,
708,35,3510,351007,GAMBIRAN,,
709,95,9504,950424,GEYA,,
710,33,3315,331505,GEYER,,
711,51,5104,510403,GIANYAR,,
712,12,1204,120406,GIDO,,
713,95,9507,950704,GAMELIA,,
714,35,3506,350612,GAMPENGREJO,,
715,34,3404,340401,GAMPING,,
716,16,1602,160208,SIRAH PULAU PADANG,,
717,71,7106,710603,AIRMADIDI,,
718,16,1601,160107,SOSOH BUAY RAYAP,,
719,12,1221,122101,SOSOPAN,,
720,33,3301,330110,GANDRUNGMANGU,,
721,16,1671,167112,GANDUS,,
722,35,3505,350515,GANDUSARI,,
723,32,3279,327903,PURWAHARJA,,
724,82,8204,820404,GANE BARAT,,
725,82,8204,820423,GANE BARAT SELATAN,,
726,82,8204,820424,GANE BARAT UTARA,,
727,82,8204,820403,GANE TIMUR,,
728,82,8204,820426,GANE TIMUR SELATAN,,
729,16,1602,160214,AIR SUGIHAN,,
730,53,5302,530208,AMANATUN SELATAN,,
731,52,5208,520802,GANGGA,,
732,73,7312,731207,GANRA,,
733,32,3212,321225,GANTAR,,
734,73,7303,730307,GANTARANG KEKE,,
735,33,3310,331002,GANTIWARNO,,
736,73,7302,730201,GANTARANG,,
737,19,1906,190602,GANTUNG,,
738,35,3529,352919,GAPURA,,
739,53,5302,530209,AMANATUN UTARA,,
740,12,1202,120214,GAROGA,,
741,35,3505,350511,GARUM,,
742,33,3307,330712,GARUNG,,
743,32,3205,320501,GARUT KOTA,,
744,33,3311,331111,GATAK,,
745,14,1404,140412,GAUNG,,
746,35,3529,352908,GILIGINTING,,
747,32,3207,320734,LUMBUNG,,
748,35,3522,352228,GAYAM,,
749,35,3529,352920,GAYAM,,
750,32,3208,320806,LURAGUNG,,
751,34,3403,340314,GEDANGSARI,,
752,72,7201,720120,LUWUK SELATAN,,
753,12,1204,120428,MA`U,,
754,34,3471,347103,GONDOKUSUMAN,,
755,94,9405,940519,MABUGI,,
756,18,1809,180901,GEDONG TATAAN,,
757,34,3471,347105,GEDONGTENGEN,,
758,34,3471,347110,GONDOMANAN,,
759,81,8105,810511,GOROM TIMUR,,
760,95,9504,950405,GOYAGE,,
761,33,3308,330818,GRABAG,,
762,33,3306,330601,GRABAG,,
763,35,3523,352320,GRABAGAN,,
764,18,1805,180511,GEDUNG MENENG,,
765,18,1804,180415,GEDUNG SURIAN,,
766,35,3526,352606,GEGER,,
767,35,3519,351903,GEGER,,
768,32,3202,320240,GEGERBITUNG,,
769,35,3525,352516,GRESIK,,
770,33,3325,332507,GRINGSING,,
771,33,3315,331512,GROBOGAN,,
772,35,3506,350613,GROGOL,,
773,33,3311,331109,GROGOL,,
774,13,1307,130711,MUNGKA,,
775,32,3203,320327,GEKBRONG,,
776,52,5206,520613,MADAPANGGA,,
777,11,1103,110312,MADAT,,
778,71,7172,717202,MADIDIR,,
779,33,3302,330227,PURWOKERTO UTARA,,
780,35,3514,351412,GEMPOL,,
781,33,3324,332411,GEMUH,,
782,35,3513,351318,GENDING,,
783,35,3521,352105,GENENG,,
784,35,3510,351009,GENTENG,,
785,75,7505,750506,GENTUMA RAYA,,
786,63,6304,630407,RANTAU BADAUH,,
787,13,1305,130511,SINTUAK TOBOH GADANG,,
788,16,1610,161011,RANTAU PANJANG,,
789,35,3521,352118,GERIH,,
790,36,3672,367206,GEROGOL,,
791,51,5108,510801,GEROKGAK,,
792,52,5201,520101,GERUNG,,
793,19,1971,197105,GERUNGGANG,,
794,65,6504,650405,MURUK RIAN,,
795,35,3510,351017,GIRI,,
796,17,1703,170308,GIRI MULYA,,
797,33,3322,332201,GETASAN,,
798,11,1107,110705,GEUMPANG,,
799,11,1108,110825,GEUREDONG PASE,,
800,35,3578,357826,MULYOREJO,,
801,35,3509,350923,MUMBULSARI,,
802,36,3602,360205,MUNCANG,,
803,35,3510,351005,MUNCAR,,
804,32,3209,320912,MUNDU,,
805,35,3524,352410,MADURAN,,
806,71,7172,717207,MAESA,,
807,34,3401,340109,GIRIMULYO,,
808,34,3403,340316,GIRISUBO,,
809,33,3371,337103,MAGELANG TENGAH,,
810,33,3312,331203,GIRIWOYO,,
811,33,3374,337407,SEMARANG SELATAN,,
812,32,3215,321506,RENGASDENGKLOK,,
813,62,6203,620311,KAPUAS TENGAH,,
814,14,1404,140401,RETEH,,
815,11,1107,110706,GLUMPANG TIGA,,
816,31,3173,317302,GROGOL PETAMBURAN,,
817,71,7105,710516,MAESAAN,,
818,34,3404,340402,GODEAN,,
819,33,3315,331516,GODONG,,
820,53,5309,530902,GOLEWA,,
821,53,5309,530919,GOLEWA BARAT,,
822,53,5309,530918,GOLEWA SELATAN,,
823,95,9507,950720,GOLLO,,
824,33,3371,337101,MAGELANG SELATAN,,
825,11,1107,110725,GRONG-GRONG,,
826,16,1613,161301,RUPIT,,
827,94,9405,940524,GOME UTARA,,
828,33,3371,337102,MAGELANG UTARA,,
829,95,9501,950137,MAIMA,,
830,32,3215,321521,MAJALAYA,,
831,36,3601,360134,MAJASARI,,
832,95,9507,950703,MAKKI,,
833,13,1306,130616,MALALAK,,
834,15,1503,150311,MANDIANGIN TIMUR,,
835,63,6309,630906,MURUNG PUDAK,,
836,35,3511,351106,GRUJUGAN,,
837,32,3210,321026,MALAUSMA,,
838,32,3208,320830,MALEBER,,
839,95,9501,950107,MUSATFAK,,
840,13,1375,137501,GUGUAK PANJANG,,
841,35,3529,352909,GULUK-GULUK,,
842,32,3273,327328,PANYILEUKAN,,
843,91,9103,910313,WAIBU,,
844,14,1408,140812,SABAK AUH,,
845,96,9603,960307,WAIGEO BARAT,,
846,96,9603,960315,WAIGEO BARAT KEPULAUAN,,
847,96,9603,960303,WAIGEO SELATAN,,
848,96,9603,960308,WAIGEO TIMUR,,
849,96,9603,960302,WAIGEO UTARA,,
850,53,5307,530709,WAIGETE,,
851,35,3507,350708,WAJAK,,
852,11,1107,110713,MUTIARA,,
853,33,3302,330215,GUMELAR,,
854,35,3509,350904,GUMUKMAS,,
855,52,5203,520318,SAKRA TIMUR,,
856,63,6309,630905,HARUAI,,
857,63,6307,630701,HARUYAN,,
858,12,1208,120812,HATONDUHAN,,
859,11,1107,110717,SAKTI,,
860,81,8101,810114,SALAHUTU,,
861,33,3317,331703,GUNEM,,
862,33,3321,332103,GUNTUR,,
863,13,1307,130708,GUNUANG OMEH,,
864,18,1812,181205,GUNUNG AGUNG,,
865,94,9401,940112,NABIRE BARAT,,
866,73,7371,737105,WAJO,,
867,32,3204,320426,NAGREG,,
868,95,9503,950306,NALCA,,
869,81,8105,810505,WAKATE,,
870,74,7403,740313,WAKORUMBA SELATAN,,
871,32,3210,321018,PANYINGKIRAN,,
872,12,1213,121323,NAGA JUANG,,
873,12,1276,127601,PADANG HULU,,
874,53,5313,531301,NAGA WUTUNG,,
875,32,3202,320212,NAGRAK,,
876,74,7410,741006,WAKORUMBA UTARA,,
877,32,3201,320110,PARUNG,,
878,32,3201,320120,PARUNG PANJANG,,
879,14,1401,140101,BANGKINANG KOTA,,
880,92,9207,920707,NAIKERE,,
881,12,1217,121703,NAINGGOLAN,,
882,32,3202,320213,PARUNGKUDA,,
883,32,3206,320607,PARUNGPONTENG,,
884,62,6203,620314,PASAK TALAWANG,,
885,32,3209,320932,PASALEMAN,,
886,32,3201,320102,GUNUNG PUTRI,,
887,62,6210,621003,TEWAH,,
888,12,1277,127701,PADANGSIDIMPUAN UTARA,,
889,32,3201,320111,GUNUNG SINDUR,,
890,62,6206,620603,TEWANG SANGALANG GARING,,
891,73,7305,730507,PATTALLASSANG,,
892,12,1209,120917,BANDAR PASIR MANDOGE,,
893,14,1405,140512,BANDAR PETALANGAN,,
894,18,1802,180204,GUNUNG SUGIH,,
895,64,6403,640306,GUNUNG TABUR,,
896,62,6205,620507,TEWEH BARU,,
897,63,6305,630511,SALAM BABARIS,,
898,12,1206,120611,PAYUNG,,
899,32,3206,320623,GUNUNGTANJUNG,,
900,95,9504,950433,WAKUWO,,
901,33,3308,330801,SALAMAN,,
902,11,1109,110902,SALANG,,
903,12,1205,120502,SALAPIAN,,
904,62,6205,620502,GUNUNG TIMANG,,
905,91,9171,917105,HERAM,,
906,95,9501,950114,WALAIK,,
907,12,1206,120616,NAMAN TERAN,,
908,13,1312,131206,GUNUNG TULEH,,
909,33,3318,331817,GUNUNGWUNGKAL,,
910,65,6502,650202,MALINAU KOTA,,
911,72,7201,720123,NAMBO,,
912,52,5201,520109,GUNUNGSARI,,
913,13,1305,130503,NAN SABARIS,,
914,12,1209,120915,BANDAR PULAU,,
915,12,1278,127805,GUNUNGSITOLI ALO`OA,,
916,35,3529,352913,PASONGSONGAN,,
917,35,3514,351405,PASREPAN,,
918,11,1116,111610,BANDAR PUSAKA,,
919,13,1310,131009,PADANG LAWEH,,
920,16,1611,161109,SALING,,
921,14,1405,140511,BANDAR SEI KIJANG,,
922,12,1278,127803,GUNUNGSITOLI UTARA,,
923,95,9503,950327,HEREAPINI,,
924,73,7302,730205,HERLANG,,
925,12,1210,121002,RANTAU SELATAN,,
926,15,1502,150202,BANGKO,,
927,12,1220,122003,HALONGONAN,,
928,12,1220,122011,HALONGONAN TIMUR,,
929,63,6302,630214,HAMPANG,,
930,12,1207,120724,HAMPARAN PERAK,,
931,13,1305,130512,PADANG SAGO,,
932,14,1407,140702,BANGKO,,
933,63,6307,630709,HANTAKAN,,
934,12,1210,121001,RANTAU UTARA,,
935,13,1371,137104,PADANG UTARA,,
936,15,1502,150210,BANGKO BARAT,,
937,14,1407,140710,BANGKO PUSAKO,,
938,35,3522,352219,PADANGAN,,
939,18,1813,181311,BANGKUNAT,,
940,72,7211,721104,BANGKURUNG,,
941,12,1277,127706,PADANGSIDIMPUAN ANGKOLA JULU,,
942,51,5106,510602,BANGLI,,
943,32,3212,321206,BANGODUA,,
944,13,1308,130819,RAO SELATAN,,
945,96,9602,960225,SALKMA,,
946,73,7371,737113,RAPPOCINI,,
947,95,9501,950106,WALELAGAMA,,
948,73,7317,731706,WALENRANG,,
949,64,6472,647203,SAMARINDA ULU,,
950,63,6308,630808,HAUR GADING,,
951,32,3212,321201,HAURGEULIS,,
952,32,3203,320331,HAURWANGI,,
953,73,7317,731715,WALENRANG BARAT,,
954,73,7317,731717,WALENRANG TIMUR,,
955,73,7317,731716,WALENRANG UTARA,,
956,95,9503,950325,WALMA,,
957,32,3202,320220,WALURAN,,
958,33,3374,337403,SEMARANG TIMUR,,
959,71,7111,711106,HELUMO,,
960,95,9501,950139,WAME,,
961,17,1771,177107,RATU SAMBAN,,
962,35,3510,351002,BANGOREJO,,
963,12,1214,121404,HIBALA,,
964,12,1204,120405,HILIDUHO,,
965,18,1811,181103,RAWA JITU UTARA,,
966,95,9503,950347,HILIPUK,,
967,61,6101,610113,SEMPARUK,,
968,35,3511,351119,SEMPOL,,
969,94,9404,940414,HOYA,,
970,33,3305,330518,SEMPOR,,
971,35,3510,351020,SEMPU,,
972,12,1277,127704,PADANGSIDIMPUAN HUTAIMBARU,,
973,92,9212,921210,HINGK,,
974,81,8106,810604,HUAMUAL BELAKANG,,
975,12,1214,121435,IDANOTAE,,
976,11,1103,110303,IDI RAYEUK,,
977,11,1103,110323,IDI TIMUR,,
978,11,1103,110314,IDI TUNONG,,
979,96,9601,960152,HOBARD,,
980,95,9503,950314,HOGIO,,
981,95,9503,950334,HOLUWON,,
982,14,1471,147105,SENAPELAN,,
983,21,2104,210403,SENAYANG,,
984,73,7373,737307,SENDANA,,
985,76,7605,760503,SENDANA,,
986,35,3504,350407,SENDANG,,
987,13,1371,137110,NANGGALO,,
988,81,8106,810608,HUAMUAL,,
989,12,1277,127705,PADANGSIDIMPUAN TENGGARA,,
990,95,9501,950104,HUBIKOSI,,
991,18,1802,180222,SENDANG AGUNG,,
992,74,7409,740907,SAWA,,
993,94,9405,940518,ILAGA UTARA,,
994,35,3508,350812,SENDURO,,
995,14,1409,140912,HULU KUANTAN,,
996,17,1703,170319,HULU PALIK,,
997,12,1220,122009,HULU SIHAPAS,,
998,61,6104,610419,HULU SUNGAI,,
999,18,1803,180317,HULU SUNGKAI,,
1000,12,1221,122103,HURISTAK,,
1001,53,5313,531303,ILE APE,,
1002,12,1212,121221,NASSAU,,
1003,35,3516,351610,BANGSAL,,
1004,35,3509,350909,BANGSALSARI,,
1005,53,5314,531409,NDAO NUSE,,
1006,33,3320,332008,BANGSRI,,
1007,12,1207,120709,BANGUN PURBA,,
1008,12,1208,120818,HUTA BAYU RAJA,,
1009,12,1221,122105,HUTARAJA TINGGI,,
1010,82,8201,820103,IBU,,
1011,82,8201,820108,IBU SELATAN,,
1012,16,1610,161004,INDRALAYA,,
1013,53,5308,530816,NDONA TIMUR,,
1014,32,3204,320436,IBUN,,
1015,96,9604,960417,IRERES,,
1016,94,9402,940211,IRIMULI,,
1017,35,3522,352217,MALO,,
1018,17,1709,170905,PAGAR JATI,,
1019,35,3578,357823,JAMBANGAN,,
1020,36,3603,360304,JAMBE,,
1021,35,3511,351123,JAMBESARI DARUS SHOLAH,,
1022,53,5306,530616,ILE BURA,,
1023,32,3275,327509,JATIASIH,,
1024,35,3512,351201,JATIBANTENG,,
1025,33,3329,332907,JATIBARANG,,
1026,32,3212,321213,JATIBARANG,,
1027,32,3211,321126,JATIGEDE,,
1028,35,3518,351820,JATIKALEN,,
1029,52,5207,520708,MALUK,,
1030,95,9508,950817,MAM,,
1031,16,1671,167104,ILIR BARAT SATU,,
1032,17,1705,170514,ILIR TALO,,
1033,94,9407,940703,WANDAI,,
1034,16,1671,167105,ILIR TIMUR SATU,,
1035,16,1671,167118,ILIR TIMUR TIGA,,
1036,94,9402,940202,ILU,,
1037,95,9505,950505,ILUGWA,,
1038,93,9301,930120,ILWAYAB,,
1039,81,8106,810606,INAMOSOL,,
1040,96,9602,960204,INANWATAN,,
1041,32,3278,327804,INDIHIANG,,
1042,11,1114,111407,INDRA JAYA,,
1043,11,1103,110313,INDRA MAKMU,,
1044,11,1107,110707,INDRAJAYA,,
1045,94,9401,940111,WAPOGA,,
1046,91,9115,911512,WAPOGA,,
1047,16,1610,161007,INDRALAYA UTARA,,
1048,32,3212,321215,INDRAMAYU,,
1049,11,1106,110603,INDRAPURI,,
1050,53,5309,530920,INERIE,,
1051,91,9115,911509,INGGERUS,,
1052,11,1106,110610,INGIN JAYA,,
1053,93,9302,930208,INIYANDIT,,
1054,92,9207,920701,WASIOR,,
1055,73,7324,732411,WASUPONDA,,
1056,73,7314,731403,WATANG PULU,,
1057,73,7315,731504,WATANG SAWITTO,,
1058,73,7314,731408,WATANG SIDENRENG,,
1059,53,5303,530308,INSANA,,
1060,53,5303,530320,INSANA BARAT,,
1061,53,5303,530319,INSANA FAFINESU,,
1062,53,5303,530321,INSANA TENGAH,,
1063,53,5303,530309,INSANA UTARA,,
1064,53,5321,532106,IO KUFEU,,
1065,17,1706,170605,IPUH,,
1066,13,1301,130105,IV JURAI,,
1067,13,1306,130605,IV KOTO,,
1068,13,1306,130617,IV Angkat Candung,,
1069,13,1305,130509,IV KOTO AUR MALINTANG,,
1070,18,1802,180225,WAY SEPUTIH,,
1071,18,1811,181104,WAY SERDANG,,
1072,18,1801,180123,WAY SULAN,,
1073,73,7371,737102,MAMAJANG,,
1074,35,3572,357202,SUKOREJO,,
1075,33,3374,337406,PEDURUNGAN,,
1076,94,9404,940415,IWAKA,,
1077,74,7401,740127,IWOIMENDAA,,
1078,95,9502,950204,IWUR,,
1079,62,6211,621107,JABIREN RAYA,,
1080,35,3515,351505,JABON,,
1081,18,1807,180703,JABUNG,,
1082,35,3507,350717,JABUNG,,
1083,31,3174,317409,JAGAKARSA,,
1084,93,9301,930107,JAGEBOB,,
1085,61,6107,610707,JAGOI BABANG,,
1086,11,1104,110419,JAGONG JEGET,,
1087,82,8201,820101,JAILOLO,,
1088,82,8201,820105,JAILOLO SELATAN,,
1089,93,9302,930205,JAIR,,
1090,71,7104,710403,RAINIS,,
1091,33,3318,331806,JAKEN,,
1092,33,3318,331809,JAKENAN,,
1093,32,3208,320812,JALAKSANA,,
1094,32,3213,321312,JALANCAGAK,,
1095,32,3206,320635,JAMANIS,,
1096,64,6472,647206,SUNGAI KUNJANG,,
1097,15,1571,157102,JAMBI SELATAN,,
1098,63,6304,630417,JEJANGKIT,,
1099,16,1602,160217,JEJAWI,,
1100,62,6271,627103,JEKAN RAYA,,
1101,33,3319,331906,JEKULO,,
1102,35,3502,350220,JAMBON,,
1103,33,3316,331608,JEPON,,
1104,53,5309,530912,JEREBUU,,
1105,52,5207,520701,JEREWEH,,
1106,52,5203,520320,JEROWARU,,
1107,33,3301,330108,JERUKLEGI,,
1108,95,9502,950230,JETFA,,
1109,91,9103,910302,SENTANI TIMUR,,
1110,34,3401,340106,SENTOLO,,
1111,33,3376,337603,TEGAL SELATAN,,
1112,32,3202,320221,JAMPANGKULON,,
1113,32,3202,320208,JAMPANGTENGAH,,
1114,52,5202,520207,JANAPRIA,,
1115,11,1111,111110,JANGKA,,
1116,11,1111,111104,JEUMPA,,
1117,11,1111,111102,JEUNIEB,,
1118,33,3316,331607,JIKEN,,
1119,32,3273,327330,MANDALAJATI,,
1120,61,6103,610304,JANGKANG,,
1121,35,3512,351212,JANGKAR,,
1122,15,1502,150201,JANGKAT,,
1123,14,1403,140309,MANDAU,,
1124,33,3316,331616,JAPAH,,
1125,33,3304,330403,MANDIRAJA,,
